code_aliment;nom_fr;nom_scientifique;groupe;sous_groupe;sous_sous_groupe;energie_kcal_100g;eau_g;proteines_g;glucides_g;sucres_g;fibres_g;lipides_g;ag_satures_g;ag_monoinsatures_g;ag_polyinsatures_g;omega3_ala_g;sel_g;calcium_mg;fer_mg;magnesium_mg;zinc_mg;phosphore_mg;potassium_mg;vitamine_C_mg;beta_carotene_ug;vitamine_D_ug;vitamine_B12_ug;folates_B9_ug;vitamine_B1_mg;vitamine_B2_mg;vitamine_B6_mg;vitamine_E_mg
31035;Barre glacée chocolatée;;glaces et sorbets;glaces;-;354;35,2;4,79;37;28,8;1,36;20,5;13;4,41;1,35;0,07;0,23;145;1,1;40,3;1,1;48;251;< 1;42;< 0,5;0,26;0,87;0,067;0,32;0,13;-
39503;Glace ou crème glacée, bâtonnet enrobage chocolat;;glaces et sorbets;glaces;-;329;41,3;3,3;33,3;27,8;1,21;20;14;5,05;0,88;0,057;0,17;93,8;3,22;12,6;0,52;111;94,5;0,4;0;0,13;0,34;1,25;0,031;0,18;0,036;2,36
39509;Glace ou crème glacée, cône (taille standard);;glaces et sorbets;glaces;-;290;42,5;3,51;36,8;25,1;< 3;13,5;9,77;2,41;0,67;0,06;0,13;109;0,95;17,5;0,5;100;216;1;5;traces;0,13;8;0,05;0,23;0,07;0,77
39515;Glace ou crème glacée, en bac;;glaces et sorbets;glaces;-;191;60,5;2,55;26,1;21,9;< 3;8,4;5,44;2;0,28;0,03;0,12;74;0,14;14,3;0,35;95,7;190;< 0,5;172;< 0,25;0,43;10;0,048;0,41;0,046;-
39517;Glace au yaourt;;glaces et sorbets;glaces;-;126;68,8;3,45;22,7;20,7;< 3;2,2;1,44;0,5;0,05;0,02;0,093;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
39520;Glace ou crème glacée, gourmande, en bac;;glaces et sorbets;glaces;-;231;-;3,32;29,4;24,8;0,91;11;6,78;-;-;-;0,19;84,5;-;-;-;-;-;-;-;-;-;-;-;-;-;-
39521;Glace ou crème glacée, gourmande, en pot;;glaces et sorbets;glaces;-;256;52,8;3,94;29,2;24,9;1;13,6;8,33;3,71;0,8;0,08;0,22;110;1,3;21;0,58;110;210;-;91,4;-;0,47;15,6;0,048;0,18;0,039;-
39522;Glace ou crème glacée, mini cône;;glaces et sorbets;glaces;-;351;-;3,89;40,2;28,1;1,96;19;14,2;-;-;-;0,15;-;-;-;-;-;-;-;-;0,044;0,15;8,65;0,089;0,091;0,042;-
39523;Glace ou crème glacée, pot individuel;;glaces et sorbets;glaces;-;233;56,6;3,64;23,3;18,9;0,74;13,8;9,23;-;-;-;0,16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
39527;Glace ou crème glacée, bac ou pot (aliment moyen);;glaces et sorbets;glaces;-;171;63,1;2,83;25;21,5;1,5;6,45;4,18;1,53;0,21;0,027;0,11;74;0,14;14,3;0,35;95,7;190;< 0,5;172;< 0,25;0,43;10;0,048;0,41;0,046;-
39531;Glace ou crème glacée, petit pot enfant;;glaces et sorbets;glaces;-;170;62,5;2,32;24,9;21,8;0,67;6,64;5,42;1,12;0,11;0,019;0,14;119;-;-;-;-;-;-;-;-;-;-;-;-;-;-
39535;Glace ou crème glacée, bâtonnet enrobage fruits;;glaces et sorbets;glaces;-;160;-;1,52;26,8;22,2;0,4;5,14;3,72;-;-;-;0,086;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31013;Sorbet, bâtonnet;;glaces et sorbets;sorbets;-;103;77,3;0,23;24,8;22,4;0,34;0,28;0,22;0;0;-;0,01;3,6;0,03;2,1;< 0,05;1,9;21;5,48;11,9;< 0,25;-;< 5;0,094;< 0,01;< 0,01;-
39524;Sorbet, en bac;;glaces et sorbets;sorbets;-;122;67,1;0,41;28,7;24,9;0,99;0,56;0,33;0,2;0,03;-;0,04;19,7;0,18;6,18;0,48;23,7;56,9;2,3;1;0;0,065;2,5;0,014;0,069;0,017;-
39525;Sorbet, pot individuel;;glaces et sorbets;sorbets;-;126;-;0,5;28,4;25,5;0,96;1,03;0,83;-;-;-;0,055;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
39526;Glace à l'eau;;glaces et sorbets;sorbets;-;83,8;81,8;0,18;20,5;19,4;0,26;0,17;0,1;0;0;0;0,02;5,8;0,01;1,4;< 0,05;1,9;13;2,35;542;0;-;< 5;0,016;< 0,01;< 0,01;0
39528;Sorbet, cône;;glaces et sorbets;sorbets;-;216;-;1,82;38,2;27,7;1,85;5,78;4,7;-;-;-;0,088;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
23472;Profiterole avec glace vanille et sauce chocolat;;glaces et sorbets;desserts glacés;-;286;48,3;5,38;31,4;19;1,6;14,9;8,39;4,31;1,31;0,06;0,24;82,7;1;31,2;0,3;48;261;< 0,5;25;0,65;0,4;20;0,041;0,21;0,15;-
39401;Pêche melba;;glaces et sorbets;desserts glacés;-;119;73,5;2,06;18,8;18,2;1,54;3,62;1,71;1,48;0,43;-;0,063;62,3;0,57;10,1;0,33;54,9;144;15,7;132;0,028;0,078;13,6;0,031;0,088;0,042;1,26
39502;Dessert glacé type mystère ou vacherin;;glaces et sorbets;desserts glacés;-;226;56,7;2,86;32,9;29,1;1,15;9;5,21;1,56;0,24;0,03;0,11;38;0,25;9;0,18;40;120;3,6;< 5;< 0,25;0,24;18,7;0,022;0,11;0,036;-
39512;Dessert glacé type sundae;;glaces et sorbets;desserts glacés;-;211;54,4;2,42;30,8;27;0,33;8,7;6,98;-;-;-;0,22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
39516;Dessert glacé feuilleté, à partager;;glaces et sorbets;desserts glacés;-;242;54,2;2,36;27,3;23,5;0,84;13,6;10,8;2,19;0,58;0,11;0,14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
39518;Omelette norvégienne;;glaces et sorbets;desserts glacés;-;212;54,3;3,6;34,8;32,7;< 0,5;6,5;3,9;1,65;0,38;0,02;0,15;61;0,28;11;0,23;71;160;< 0,5;7,62;< 0,25;0,34;44,3;0,036;0,16;0,034;-
39519;Poire belle Hélène;;glaces et sorbets;desserts glacés;-;196;60,7;2,74;23,5;21;2,76;9,57;5,19;3,31;0,58;-;0,039;49,3;2,43;35,3;0,49;70,2;176;1,82;22,5;0,48;0,077;7,76;0,039;0,091;0,038;1,19
39529;Nougat glacé;;glaces et sorbets;desserts glacés;-;249;52,3;4,47;26,4;23;2,41;13,4;5,86;0,026;2,19;0,026;0,093;95;0,54;43;0,47;120;230;< 0,5;27;< 0,25;0,24;17,5;0,036;0,16;0,051;-
39530;Citron givré ou orange givrée (sorbet);;glaces et sorbets;desserts glacés;-;133;-;0,14;29,1;24,4;traces;1,77;traces;-;-;-;0,034;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
39532;Coupe glacée type café ou chocolat liégeois;;glaces et sorbets;desserts glacés;-;210;-;2,71;28,7;25,8;0,9;9,24;6,92;-;-;-;0,15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
39533;Bûche glacée;;glaces et sorbets;desserts glacés;-;219;-;2,8;29,8;25,6;1,04;9,61;6,43;-;-;-;0,16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
39534;Coupe glacée parfum pêche Melba ou poire Belle-Hélène;;glaces et sorbets;desserts glacés;-;160;-;1,46;28,9;23,8;0,89;4,07;2,49;-;-;-;0,08;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
16400;Beurre à 80% MG minimum, doux;;matières grasses;beurres;-;753;15,4;0,64;0,71;0,71;0;83;60;19;1,82;0,35;0,035;19,8;< 0,5;2,63;< 1;23,8;36,1;0;329;< 1;0,1;-;< 0,02;0,03;< 0,04;-
16401;Huile de beurre ou beurre concentré;;matières grasses;beurres;-;900;1,5;0,28;0;0;0;99,9;61,9;28,7;3,69;0,43;0,005;4;0,004;0;0,01;3;0,002;0;193;1,8;0,01;0;0,001;0,005;0,001;-
16402;Beurre à 80% MG, demi-sel;;matières grasses;beurres;-;725;15,5;0,75;0,5;0,5;0;80;56,5;20,9;2,54;0,45;1,9;17,8;0,13;4,94;0,052;23,7;39;0;264;1,13;0,17;3;0,0073;0,033;0,003;-
16403;Beurre à 80% MG, salé;;matières grasses;beurres;-;732;15,7;0,5;0,68;traces;0;80,8;52,9;19,7;1,91;0,4;2,52;24;0,23;7,4;0,17;24;35;< 0,5;-;< 0,25;0,076;< 5;< 0,015;< 0,01;< 0,01;-
16404;Beurre à 80% MG minimum, doux, tendre;;matières grasses;beurres;-;755;15,6;0,7;0,5;-;0;83,4;-;-;-;-;0,055;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
16410;Beurre à 60-62% MG, à teneur réduite en matière grasse, doux;;matières grasses;beurres;-;550;37,7;0,56;0,7;< 0,2;0;60,6;40,1;14;1,5;0,33;0,045;18;< 0,05;1,8;0,13;20;27;< 1;304;< 0,25;0,1;< 5;< 0,015;< 0,01;< 0,01;-
16411;Beurre à 60-62% MG, à teneur réduite en matière grasse, demi-sel;;matières grasses;beurres;-;555;37;0,92;0,5;0,5;0;61;39,6;14,5;1,9;-;1,13;48;1,09;5;0,26;34;71;0;107;1;0,13;1;0,01;0,07;0,01;-
16412;Beurre ou assimilé allégé (léger ou à teneur réduite en matière grasse), doux (aliment moyen);;matières grasses;beurres;-;367;56,3;0,34;3,7;1,04;< 1,04;39,1;25,2;9,51;0,97;0,22;0,4;20,6;0,22;2,08;0,34;17,2;38,7;< 1;542;0,44;0,1;< 5;< 0,034;< 0,032;< 0,032;-
16413;Beurre sans précision sur la teneur en matière grasse (allégé ou non), demi-sel (aliment moyen);;matières grasses;beurres;-;712;17,1;0,75;0,53;0,51;0;78,6;55,3;20,5;2,49;0,45;1,85;19,6;0,19;4,97;0,064;24,3;41,1;0;255;1,11;0,17;2,88;0,0075;0,035;0,0034;-
16414;Beurre ou assimilé sans précision sur la teneur en matière grasse, doux (aliment moyen);;matières grasses;beurres;-;731;17,7;0,63;0,88;0,73;< 0,06;80,5;58;18,4;1,77;0,34;0,056;19,8;0,25;2,61;0,49;23,6;36,2;< 0,037;337;0,5;0,1;-;< 0,021;0,029;< 0,04;-
16415;Beurre à 39-41% MG, léger, doux;;matières grasses;beurres;-;390;54,1;0,26;3,6;1,26;0;41,7;26,2;10,7;1,04;0,24;0,45;-;0,1;-;-;-;-;-;-;-;-;-;-;-;-;1,22
16416;Beurre à 39-41% MG, léger, demi-sel;;matières grasses;beurres;-;376;51;traces;4;1,5;0;40;26;9,7;1,2;-;1,38;23;0,1;8;-;-;80;-;-;0;-;-;-;-;0;2,98
16713;"Matière grasse laitière à 15-25% MG, légère, ""à tartiner"", doux, enrichie en vitamine(s)";;matières grasses;beurres;-;197;73,6;0,25;6,2;1,56;< 3;19,1;12,1;4,67;0,47;0,11;0,63;22,7;< 1;2,3;< 1;15;48,1;< 1;732;0,7;< 0,2;< 5;< 0,05;< 0,05;< 0,05;-
16030;Huile ou beurre de cacao;;matières grasses;huiles et graisses végétales;-;900;0;0;0;0;0;100;59,7;32,9;3;0,1;0;0;0;0;0;0;0;0;0;0;0;-;0;0;0;-
16040;Huile ou graisse de coco, sans précision;;matières grasses;huiles et graisses végétales;-;897;0,03;0;0,41;0;0;99,5;84,5;6,07;1,75;0,019;0;1;0,045;0;0,02;0;0;0;0;0;0;-;0;0;0;-
16050;Huile ou graisse de coco, vierge;;matières grasses;huiles et graisses végétales;-;899;0,09;0,16;traces;0;0;99,9;85,4;4,02;0,61;< 0,046;< 4;< 10;< 0,5;< 2;< 1;3,01;< 8;< 2;< 30;-;-;-;-;-;-;-
16060;Huile ou graisse de coco (coprah), raffinée;;matières grasses;huiles et graisses végétales;-;900;0;0;0;traces;0;100;86,5;5,8;1,8;-;0;1;0,06;0;0;0;0;0;-;0;0;-;0;0;0;-
16080;Matière grasse ou graisse végétale solide (type margarine) pour friture ou graisse à frire;;matières grasses;huiles et graisses végétales;-;898;0,17;0,25;0;traces;0;99,8;94,6;0,4;0,12;< 0,01;< 0,013;< 0,2;< 0,05;< 0,05;< 0,05;< 0,3;< 0,3;< 0,5;< 5;< 0,25;< 0,01;-;< 0,015;< 0,01;< 0,01;-
16110;Huile ou beurre de karité;;matières grasses;huiles et graisses végétales;-;900;0;0;0;0;0;100;46,6;44;5,2;-;0;0;0;0;0;0;0;0;0;-;0;-;0;0;0;-
16128;Huile pour friture, sans précision;;matières grasses;huiles et graisses végétales;-;900;"<
0,03";0;0;0;0;100;9,86;39,5;46;2,22;< 0,013;0,4;< 0,05;< 0,05;< 0,05;< 0,3;< 0,3;-;< 5;< 0,25;-;-;-;-;-;-
16150;Huile de palme, raffinée;;matières grasses;huiles et graisses végétales;-;900;0;0;0;0;0;100;49,3;37;9,3;0,2;0;0;0,01;0;-;0;0;0;-;0;0;-;0;0;0;-
16200;Huile ou graisse de palmiste, sans précision;;matières grasses;huiles et graisses végétales;-;900;0;0;0;0;0;100;81,5;11,4;1,6;-;0;0;0;0;0;0;0;0;0;0;0;-;0;0;0;-
17001;Huile végétale (aliment moyen);;matières grasses;huiles et graisses végétales;-;899;0,056;0,18;0,032;0;0;99,9;12,9;54,5;27,9;1,16;0,01;0,31;0,024;0,056;0,026;0,13;0,18;0;102;0,11;0;-;0;0;0;-
17020;Huile de noyaux d'abricot;;matières grasses;huiles et graisses végétales;-;900;0;0;0;0;0;100;6,3;60;29,3;-;0;0;0;0;0;0;0;0;0;-;0;-;0;0;0;-
17030;Huile d'amande;;matières grasses;huiles et graisses végétales;-;900;0;0;0;0;0;100;8,2;69,9;17,4;-;0;0;0;0;0;0;0;0;0;0;0;-;0;0;0;-
17040;Huile d'arachide;;matières grasses;huiles et graisses végétales;-;899;0,08;0,25;0;0;0;99,9;16,2;64,2;15,1;0,18;< 0,013;1,3;< 0,05;< 0,05;0,06;< 0,3;< 0,3;0;< 5;< 0,25;0;-;0;0;0;-
17100;Huile d'avocat;;matières grasses;huiles et graisses végétales;-;900;0;0;0;0;0;100;17,9;65,2;10,5;0,55;0;0;0;0;0;0;0;0;< 50;-;0;-;0;0;0;-
17110;Huile de germe de blé;;matières grasses;huiles et graisses végétales;-;900;0;0;0;0;0;100;18,8;15,1;61,7;5,91;0;0;0;0;0;0;0;0;0;0;0;-;0;0;0;-
17130;Huile de colza;;matières grasses;huiles et graisses végétales;-;900;0;0;0;0;0;100;7,26;59,7;26,9;7,83;< 0,0028;< 2,57;0,023;< 0,58;0,026;0;< 0,81;0;0;0;0;-;0;0;0;-
17170;Huile de coton;;matières grasses;huiles et graisses végétales;-;900;0;0;0;0;0;100;25,9;17,8;51,9;0,2;0;0;0;0;0;0;0;0;0;0;0;-;0;0;0;-
17180;Huile de lin;;matières grasses;huiles et graisses végétales;-;900;0;0;0,018;0;0;100;8,98;18,4;67,8;53,4;0;1;0;0;0,07;1;0;0;0;0;0;-;0;0;0;-
17190;Huile de maïs;;matières grasses;huiles et graisses végétales;-;900;0;0;0;0;0;100;12,9;27,6;54,7;1,16;0;0;0;0;0;0;0;0;0;0;0;-;0;0;0;-
17210;Huile de noisette;;matières grasses;huiles et graisses végétales;-;900;0;0;0;0;0;100;8,34;75,4;12,9;0,36;0;0;0;0;0;0;0;0;0;0;0;-;0;0;0;-
17220;Huile de noix;;matières grasses;huiles et graisses végétales;-;900;0;0;0;0;0;100;10;16,8;69,6;11,9;0;0;0;0;0;0;0;0;< 0,008;0;0;-;0;0;0;1,81
17270;Huile d'olive vierge extra;;matières grasses;huiles et graisses végétales;-;899;0,1;0,25;traces;0;0;99,9;15,2;73,1;7,17;0,65;< 0,013;< 0,2;< 0,05;< 0,05;< 0,05;< 0,3;< 0,3;0;210;< 0,25;0;-;0;0;0;-
17325;Huile de pavot;;matières grasses;huiles et graisses végétales;-;900;0;0;0;0;0;100;13,5;19,7;62,4;-;0;0;0;0;0;0;0;0;0;-;0;-;0;0;0;-
17350;Huile de pépins de raisin;;matières grasses;huiles et graisses végétales;-;900;"<
0,03";0;0;0;0;100;11,4;19,5;64,1;0,32;< 0,013;0,3;< 0,05;< 0,05;< 0,05;< 0,3;1,1;0;< 5;< 0,25;0;-;0;0;0;-
17390;Huile de son de riz;;matières grasses;huiles et graisses végétales;-;900;0;0;0;0;0;100;19,7;39,3;35;-;0;0;0,07;0;0;0;0;0;0;-;0;-;0;0;0;-
17400;Huile de sésame;;matières grasses;huiles et graisses végétales;-;900;0;0;0;0;0;100;14,9;40,2;40;0,38;0;0;0;0;0;0;0;0;0;0;0;-;0;0;0;-
17420;Huile de soja;;matières grasses;huiles et graisses végétales;-;900;0;0;0;0;0;100;15,7;22,8;57,7;6,79;< 0,0028;< 2,57;0,041;1,52;0,11;0;1,85;0;0;0;0;-;0;0;0;13,1
17440;Huile de tournesol;;matières grasses;huiles et graisses végétales;-;900;"<
0,03";0,25;traces;0;0;100;11,1;27,6;56,3;0,05;0,025;< 0,2;< 0,05;< 0,05;< 0,05;< 0,3;< 0,3;0;< 5;< 0,25;0;-;0;0;0;-
17700;Huile combinée (mélange d'huiles);;matières grasses;huiles et graisses végétales;-;897;traces;0;0,49;0;0;99,5;10,3;40,2;44,4;1,25;0,0061;< 2,57;0,013;< 0,58;0,03;traces;< 0,81;0;traces;0;0;-;traces;traces;traces;61,7
17701;Huile combinée, mélange d'huile d'olive et de graines;;matières grasses;huiles et graisses végétales;-;900;0;0;0;0;0;100;12,1;49,4;32,5;2,18;0;0;0;0;0;0;0;0;0;5;0;-;0;0;0;-
17800;Huile de cameline;;matières grasses;huiles et graisses végétales;-;-;0;0;0;0;0;-;-;17,9;-;36,4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
17850;Huile de chanvre;;matières grasses;huiles et graisses végétales;-;900;< 0,1;0;< 0,5;< 0,1;< 0,5;100;10,5;15,1;74,4;16,6;< 0,001;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
17900;Huile d'argan ou d'argane;;matières grasses;huiles et graisses végétales;-;889;0;0;0;0;0;98,7;17,6;44,8;33,3;0,13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
16588;Matière grasse tartinable à teneur en MG <= 41%, doux, aux stérols végétaux;;matières grasses;margarines;-;-;-;0,25;1,3;< 0,5;0;35;7,8;-;-;3;0,72;-;-;-;-;-;-;-;-;7,5;-;-;-;-;-;-
16589;Matière grasse tartinable à teneur en MG > 62%, doux, riche en oméga 3;;matières grasses;margarines;-;616;-;0,00005;0,00005;0,00005;3,6;67,7;18;-;-;5,37;0,26;-;-;-;-;-;-;-;-;7,5;-;-;0,55;-;-;16
16590;Matière grasse tartinable à teneur en MG > 62%, doux, standard;;matières grasses;margarines;-;650;26,5;0,022;0,089;0,089;0,13;72,1;32,6;27,2;9,17;0,77;0,54;6,9;< 1;< 2;< 1;5,2;13,5;2,4;436;7,5;< 0,2;< 5;< 0,05;< 0,05;< 0,05;21,5
16591;Matière grasse tartinable à teneur en MG > 41% et <= 62%, doux, standard;;matières grasses;margarines;-;540;39,8;0,25;0,14;0,14;0;60;16,2;20,2;20,6;3,57;0,38;3,3;< 0,05;0,85;< 0,05;4,9;19;< 0,5;528;< 0,25;0,04;-;< 0,015;< 0,01;0,039;-
16592;Matière grasse tartinable à teneur en MG <= 41%, doux, standard;;matières grasses;margarines;-;366;55,8;1,44;2,94;1,37;0;38,6;17,5;13,8;5,32;1,45;0,53;51;0,04;5;0,19;42;120;< 0,5;422;7,5;0,14;< 5;0,017;0,095;0,035;-
16593;Matière grasse tartinable à teneur en MG > 62%, demi-sel, standard;;matières grasses;margarines;-;630;26,5;0,25;< 0,5;< 0,5;0;70;17;27,2;9,17;8,3;1,4;6,9;< 1;< 2;< 1;5,2;13,5;2,4;436;7,5;< 0,2;< 5;< 0,05;< 0,05;< 0,05;25
16594;Matière grasse tartinable à teneur en MG > 41% et <= 62%, demi-sel, standard;;matières grasses;margarines;-;516;36,9;0,00005;0,34;0,34;0;57,3;22,3;20,9;14,1;4,3;1,53;13,9;< 1;< 2;< 1;18;35;< 1;507;7,5;< 0,1;< 5;< 0,1;< 0,05;< 0,05;8,5
16595;Matière grasse tartinable à teneur en MG > 41% et <= 62%, doux, aux stérols végétaux;;matières grasses;margarines;-;547;39,4;0,25;0;traces;0;60,8;14,6;27,7;15,5;3,81;0,32;6,9;< 0,05;0,94;< 0,05;5,7;12;< 0,5;592;1,27;< 0,01;6,07;0,42;< 0,01;< 0,01;-
16596;Matière grasse tartinable à teneur en MG > 41% et <= 62%, doux, riche en oméga 3;;matières grasses;margarines;-;508;40,4;0,081;0,12;0,11;0,094;56,4;14,1;27,8;14,4;2,48;0,37;4,3;< 1;< 2;< 1;3,7;13,1;< 1;547;7,5;< 0,1;< 5;0,48;< 0,05;< 0,05;-
16597;Matière grasse tartinable à teneur en MG > 41% et <= 62%, demi-sel, riche en oméga 3;;matières grasses;margarines;-;506;44,2;0,0001;0,0001;0,0001;0;56,3;14,5;25;13,6;3,53;1,4;-;-;-;-;-;-;-;-;7,5;-;-;0,44;-;-;17,5
16598;Matière grasse tartinable à teneur en MG <= 41%, demi-sel, aux stérols végétaux;;matières grasses;margarines;-;321;-;0,25;1,4;< 0,5;0;35;7,8;9,3;17,5;2,92;1,2;-;-;-;-;-;-;-;-;7,5;-;-;-;-;-;-
16599;Matière grasse tartinable à teneur en MG <= 41%, doux, riche en oméga 3;;matières grasses;margarines;-;308;-;0,00005;0,4;0;0;34;8,7;16,2;9,12;1,8;0,3;7,9;< 1;< 2;< 1;8,9;34,2;< 1;438;-;< 0,1;< 5;0,55;< 0,05;< 0,05;13,5
16600;Matière grasse tartinable à teneur en MG <= 41%, demi-sel, standard;;matières grasses;margarines;-;356;51,6;0,75;2,8;1,25;0;38;17;14,7;5,85;0,99;1,65;54,3;< 1;6,1;< 1;46;117;2,2;457;-;0,2;< 5;0,11;0,1;0,1;-
16601;Matière grasse tartinable, sans précision sur la teneur en matière grasse, doux, standard (aliment moyen);;matières grasses;margarines;-;557;37,1;0,31;0,43;0,26;0,042;61,7;21,8;21,8;15,1;2,39;0,45;9,82;0,19;1,36;0,2;9,13;28,4;0,97;485;3,42;0,071;-;0,014;0,022;0,034;-
16602;Matière grasse tartinable, sans précision sur la teneur en matière grasse, demi-sel, standard (aliment moyen);;matières grasses;margarines;-;502;38,2;0,12;0,66;0,45;0;55,5;21,2;20,5;12,7;4,12;1,53;18,8;< 1;1,68;< 1;20,9;44,5;0,85;496;7,5;0,073;< 5;0,056;0,035;0,035;9,75
16603;Matière grasse tartinable, sans précision sur la teneur en matière grasse, doux, riche en oméga 3 (aliment moyen);;matières grasses;margarines;-;501;40,4;0,078;0,13;0,11;0,091;55,6;13,9;27,4;14,2;2,46;0,37;4,42;< 1;< 2;< 1;3,87;13,8;< 1;543;7,5;< 0,1;< 5;0,48;< 0,05;< 0,05;-
16520;Saindoux;;matières grasses;autres matières grasses;-;900;0;0;0;0;0;100;39,2;45,1;11,2;0,9;0;0;0;0;0,11;0;0;0;0;2,5;0;0;0;0;0;-
16530;Lard gras, cru;;matières grasses;autres matières grasses;-;810;7,69;2,92;0;0;0;88,7;32,2;42;10,4;-;0,028;2;0,18;2;0,37;38;65;-;0;3,1;0,18;1;0,084;0,051;0,04;-
11184;Sauce (aliment moyen);;aides culinaires et ingrédients divers;sauces;-;246;64,1;1,51;6,74;4,64;1,18;23,3;2,79;9,82;9,07;1,69;1,81;24,7;0,45;13,3;0,18;27,1;184;6,71;239;0,8;0,14;11,5;0,069;0,041;0,052;-
11008;Ketchup, préemballé;;aides culinaires et ingrédients divers;sauces;sauces froides;108;68,3;1,23;23,7;21,1;1,77;0,16;0,035;0,028;0,098;0,0089;2,35;21,4;0,77;21,2;0,12;42,3;440;10,2;560;0;0;6,67;0,24;0,078;0,11;-
11051;Sauce tartare, préemballée;;aides culinaires et ingrédients divers;sauces;sauces froides;500;37,1;0,92;5,11;3,32;0,34;52,7;4,39;32,5;15,8;4,52;2,06;15;0,32;3,9;0,16;25;54;< 0,5;23,3;< 0,25;0,31;5,23;0,019;0,015;0,022;-
11054;Mayonnaise (70% MG min.), préemballée;;aides culinaires et ingrédients divers;sauces;sauces froides;692;18,1;1,33;3,41;1,2;0,26;74,5;6,76;18,6;40,8;6;1,4;17,6;0,34;6,42;0,13;23;28,1;< 0,5;< 80;< 0,5;0,39;< 16;< 0,04;< 0,04;0,031;47,9
11073;Ketchup allégé en sucres, préemballé;;aides culinaires et ingrédients divers;sauces;sauces froides;68,6;-;1,33;13,8;10,8;1,43;0,088;0,032;-;-;-;1,96;-;-;-;-;-;387;-;-;-;-;-;-;-;-;-
11079;Mayonnaise à teneur réduite en matière grasse ou mayonnaise allégée, préemballée;;aides culinaires et ingrédients divers;sauces;sauces froides;297;58,4;1,09;8,82;4,44;0,31;28,5;2,47;13,3;12,7;2,3;2,13;47,4;0,4;17,7;0,12;26,3;70;3,75;2,03;< 0,5;0,14;21,2;< 0,04;0,032;< 0,04;13,6
11100;Sauce barbecue, préemballée;;aides culinaires et ingrédients divers;sauces;sauces froides;136;63,4;0,56;30,3;27,5;1,2;0,6;0,1;0,24;0,21;0,019;1,77;46;0,93;12;0,1;15;220;< 0,5;87,1;< 0,25;0;9,28;< 0,015;< 0,01;0,043;-
11104;Sauce soja, préemballée;;aides culinaires et ingrédients divers;sauces;sauces froides;39,9;75,4;7,25;1,72;traces;0,9;< 0,5;< 0,006;< 0,006;< 0,006;< 0,006;13,1;28,9;2,1;60,9;0,78;141;375;2,64;< 30;0;< 0,1;-;0,03;0,1;0,11;-
11108;Sauce vinaigrette à l'huile d'olive (50 à 75% d'huile), préemballée;;aides culinaires et ingrédients divers;sauces;sauces froides;471;35,1;0,7;3,03;2,73;0,53;50,5;5,15;-;-;-;2,47;7,63;-;0,11;0,018;-;-;-;-;-;-;-;-;-;-;-
11109;Sauce vinaigrette allégée en matière grasse (25 à 50% d'huile), préemballée;;aides culinaires et ingrédients divers;sauces;sauces froides;251;67,3;0,25;2,39;1,73;0,5;26,4;2,2;14,7;8,21;1,77;1,9;21;0,18;6,3;0,08;15;32;< 0,5;185;1,8;0,15;9,98;0,026;0,01;< 0,01;-
11110;Sauce vinaigrette (50 à 75% d'huile), préemballée;;aides culinaires et ingrédients divers;sauces;sauces froides;475;40,4;0,55;2,91;2,11;0,75;51;5,52;-;-;-;2,2;20;0,64;12;0,18;33;110;< 0,5;30;0;0,037;6,58;0,12;0,01;0,049;-
11112;Harissa (sauce au piment), préemballée;;aides culinaires et ingrédients divers;sauces;sauces froides;76,4;77,9;2,72;7,3;6,89;5,1;2,9;0,47;0,73;1,01;0,04;2,81;78,1;3,1;47,2;< 1;63;710;31,9;4000;-;-;28;< 0,05;0,21;0,26;-
11120;Sauce bourguignonne, préemballée;;aides culinaires et ingrédients divers;sauces;sauces froides;439;45,5;1,34;7,85;5,79;0,53;44,6;3,55;25,3;11,6;3,73;2,76;15;0,7;8,8;0,27;35;210;< 0,5;1710;< 0,25;0,2;17,4;0,025;0,03;0,035;-
11157;Sauce moutarde, préemballée;;aides culinaires et ingrédients divers;sauces;sauces froides;233;65,4;1,66;4,7;0,8;1,2;22,8;-;-;-;-;2,35;34,3;0,5;12,5;0,3;36;68,7;< 0,5;29;< 0,5;< 0,08;20;0,056;0,05;0,052;7,4
11166;Sauce au yaourt, faite maison;;aides culinaires et ingrédients divers;sauces;sauces froides;98,5;80,1;3,64;5,04;4,37;0,8;6,91;1,46;4,67;0,58;-;1,28;141;0,78;21,3;0,5;92,5;230;8,02;-;0,075;0,16;20;0,049;0,18;0,1;0,74
